1,6,136.72,190.03,41.27,176.15,1,-1,-1,-1
1,5,155.33,202.13,56.16,161.99,1,-1,-1,-1
1,4,203.98,207.15,45.55,133.83,1,-1,-1,-1
1,3,378.62,188.92,166.43,234.13,1,-1,-1,-1
1,2,56.69,144.23,93.56,295.91,1,-1,-1,-1
1,1,281.93,187.47,79.93,209.54,1,-1,-1,-1
2,6,148.05,203.70,38.96,161.35,1,-1,-1,-1
2,5,168.08,225.55,49.87,134.75,1,-1,-1,-1
2,4,215.38,214.21,38.94,128.54,1,-1,-1,-1
2,3,396.82,179.78,153.45,243.34,1,-1,-1,-1
2,2,56.91,143.86,98.19,305.55,1,-1,-1,-1
2,1,271.55,194.00,84.90,201.97,1,-1,-1,-1
3,6,143.51,192.07,46.54,175.10,1,-1,-1,-1
3,5,172.95,218.88,51.63,138.54,1,-1,-1,-1
3,4,216.36,199.38,43.61,144.93,1,-1,-1,-1
3,3,409.86,173.97,135.91,241.59,1,-1,-1,-1
3,2,66.72,149.31,103.44,299.78,1,-1,-1,-1
3,1,265.68,188.28,77.41,195.13,1,-1,-1,-1
4,6,153.04,199.66,41.57,156.57,1,-1,-1,-1
4,5,176.19,212.05,54.21,147.44,1,-1,-1,-1
4,4,223.42,207.83,40.61,137.34,1,-1,-1,-1
4,3,418.29,172.66,133.57,249.70,1,-1,-1,-1
4,2,67.14,143.81,116.18,314.36,1,-1,-1,-1
4,1,262.36,194.49,77.54,196.07,1,-1,-1,-1
5,5,180.82,212.48,54.89,148.71,1,-1,-1,-1
5,4,228.72,210.71,41.39,136.97,1,-1,-1,-1
5,3,430.19,168.81,130.57,255.83,1,-1,-1,-1
5,2,74.72,137.07,135.69,312.57,1,-1,-1,-1
5,1,260.52,191.27,74.44,191.43,1,-1,-1,-1
6,5,179.62,214.93,54.35,146.74,1,-1,-1,-1
6,4,234.99,207.57,41.13,139.55,1,-1,-1,-1
6,3,437.64,176.15,119.33,245.28,1,-1,-1,-1
6,2,74.90,145.90,148.05,311.05,1,-1,-1,-1
